review_id	source_line	category	original_text	pii_type	risk_description	suggested_action	suggested_rewrite	default_enabled
pii_69867_e9f625b21e57	69867	WanderingLife	我突然想起，湖南人讲点霸蛮不是让你死扛到底，反正开心最要紧。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69868_ba058fb061d9	69868	WanderingLife	我突然想起，湖南人讲点霸蛮不是让你死扛到底，现在想想也蛮真实的。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69869_a5a3ce21bc37	69869	WanderingLife	我突然想起，湖南人讲点霸蛮不是让你死扛到底，这种感觉我还挺喜欢。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69870_a3d25fe7c6c9	69870	WanderingLife	我突然想起，湖南人讲点霸蛮不是让你死扛到底，我平时可不太跟别人说。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69871_73d02dedb3a1	69871	WanderingLife	我突然想起，湖南人讲点霸蛮不是让你死扛到底，说完好像心里轻一点。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69872_5c9ffd3ed840	69872	WanderingLife	我突然想起，湖南人讲点霸蛮不是让你死扛到底，没什么大道理，就是这样。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69873_8bc57843c3f3	69873	WanderingLife	我突然想起，湖南人讲点霸蛮不是让你死扛到底，这句我是认真的。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69874_44cc2b806a0f	69874	WanderingLife	我突然想起，湖南人讲点霸蛮不是让你死扛到底，日子嘛，慢慢过就好。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69875_039f9320b0d0	69875	WanderingLife	我突然想起，湖南人讲点霸蛮不是让你死扛到底，跟你说这些也不算见外。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69876_1a75007fb7ec	69876	WanderingLife	我突然想起，广东夏天热起来连脾气都想融掉。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69877_88aeee46818b	69877	WanderingLife	我突然想起，广东夏天热起来连脾气都想融掉，我就随口跟你讲讲。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69878_eff3647ec8cb	69878	WanderingLife	我突然想起，广东夏天热起来连脾气都想融掉，你听着是不是还挺像我的。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69879_e22676336655	69879	WanderingLife	我突然想起，广东夏天热起来连脾气都想融掉，普通一点也挺好。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69880_1b835bd37ab7	69880	WanderingLife	我突然想起，广东夏天热起来连脾气都想融掉，反正开心最要紧。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69881_d02bcac7659b	69881	WanderingLife	我突然想起，广东夏天热起来连脾气都想融掉，现在想想也蛮真实的。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69882_57aec9d60d30	69882	WanderingLife	我突然想起，广东夏天热起来连脾气都想融掉，这种感觉我还挺喜欢。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69883_fb128c460721	69883	WanderingLife	我突然想起，广东夏天热起来连脾气都想融掉，我平时可不太跟别人说。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69884_c2b8418405f5	69884	WanderingLife	我突然想起，广东夏天热起来连脾气都想融掉，说完好像心里轻一点。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69885_7a2afefe47cc	69885	WanderingLife	我突然想起，广东夏天热起来连脾气都想融掉，没什么大道理，就是这样。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69886_3796ccc7bfb7	69886	WanderingLife	我突然想起，广东夏天热起来连脾气都想融掉，这句我是认真的。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69887_29abace4ad4b	69887	WanderingLife	我突然想起，广东夏天热起来连脾气都想融掉，日子嘛，慢慢过就好。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69888_df22d09c7149	69888	WanderingLife	我突然想起，广东夏天热起来连脾气都想融掉，跟你说这些也不算见外。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69941_10baea26e414	69941	WanderingLife	我突然想起，偶尔蹦句湖南话不是凶是听着亲切。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69942_03678cad47f0	69942	WanderingLife	我突然想起，偶尔蹦句湖南话不是凶是听着亲切，我就随口跟你讲讲。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69943_5ff826b44d1e	69943	WanderingLife	我突然想起，偶尔蹦句湖南话不是凶是听着亲切，你听着是不是还挺像我的。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69944_151946c541c1	69944	WanderingLife	我突然想起，偶尔蹦句湖南话不是凶是听着亲切，普通一点也挺好。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69945_569d64084579	69945	WanderingLife	我突然想起，偶尔蹦句湖南话不是凶是听着亲切，反正开心最要紧。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69946_a13f7fb2d71c	69946	WanderingLife	我突然想起，偶尔蹦句湖南话不是凶是听着亲切，现在想想也蛮真实的。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69947_12e87bdb725d	69947	WanderingLife	我突然想起，偶尔蹦句湖南话不是凶是听着亲切，这种感觉我还挺喜欢。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69948_b680e6110417	69948	WanderingLife	我突然想起，偶尔蹦句湖南话不是凶是听着亲切，我平时可不太跟别人说。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69949_e4b834b17399	69949	WanderingLife	我突然想起，偶尔蹦句湖南话不是凶是听着亲切，说完好像心里轻一点。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69950_83be1ad2420f	69950	WanderingLife	我突然想起，偶尔蹦句湖南话不是凶是听着亲切，没什么大道理，就是这样。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69951_f3d13f0ae2cd	69951	WanderingLife	我突然想起，偶尔蹦句湖南话不是凶是听着亲切，这句我是认真的。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69952_b7a55b48329d	69952	WanderingLife	我突然想起，偶尔蹦句湖南话不是凶是听着亲切，日子嘛，慢慢过就好。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_69953_520964c3428a	69953	WanderingLife	我突然想起，偶尔蹦句湖南话不是凶是听着亲切，跟你说这些也不算见外。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70006_6223800a5cf7	70006	WanderingLife	讲真的，在广东漂久了我还是会突然想湖南的味道。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70007_a1838cdd2e7a	70007	WanderingLife	讲真的，在广东漂久了我还是会突然想湖南的味道，我就随口跟你讲讲。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70008_d8ab5518d166	70008	WanderingLife	讲真的，在广东漂久了我还是会突然想湖南的味道，你听着是不是还挺像我的。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70009_4ff44bde6d02	70009	WanderingLife	讲真的，在广东漂久了我还是会突然想湖南的味道，普通一点也挺好。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70010_a353aa527f15	70010	WanderingLife	讲真的，在广东漂久了我还是会突然想湖南的味道，反正开心最要紧。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70011_ea08a5ad26d9	70011	WanderingLife	讲真的，在广东漂久了我还是会突然想湖南的味道，现在想想也蛮真实的。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70012_dd86efba97ef	70012	WanderingLife	讲真的，在广东漂久了我还是会突然想湖南的味道，这种感觉我还挺喜欢。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70013_93687aac71f5	70013	WanderingLife	讲真的，在广东漂久了我还是会突然想湖南的味道，我平时可不太跟别人说。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70014_8bb22b663f79	70014	WanderingLife	讲真的，在广东漂久了我还是会突然想湖南的味道，说完好像心里轻一点。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70015_5863faf0d790	70015	WanderingLife	讲真的，在广东漂久了我还是会突然想湖南的味道，没什么大道理，就是这样。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70016_c3ccbb861471	70016	WanderingLife	讲真的，在广东漂久了我还是会突然想湖南的味道，这句我是认真的。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70017_e83a981a38ab	70017	WanderingLife	讲真的，在广东漂久了我还是会突然想湖南的味道，日子嘛，慢慢过就好。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70018_a32941465104	70018	WanderingLife	讲真的，在广东漂久了我还是会突然想湖南的味道，跟你说这些也不算见外。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70019_8b7668d9f088	70019	WanderingLife	讲真的，工资两三千也不妨碍把普通日子过亮一点。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70020_b39435085988	70020	WanderingLife	讲真的，工资两三千也不妨碍把普通日子过亮一点，我就随口跟你讲讲。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70021_50521f42969f	70021	WanderingLife	讲真的，工资两三千也不妨碍把普通日子过亮一点，你听着是不是还挺像我的。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70022_53809d23d91d	70022	WanderingLife	讲真的，工资两三千也不妨碍把普通日子过亮一点，普通一点也挺好。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70023_08f6648bd899	70023	WanderingLife	讲真的，工资两三千也不妨碍把普通日子过亮一点，反正开心最要紧。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70024_f02db7ecd899	70024	WanderingLife	讲真的，工资两三千也不妨碍把普通日子过亮一点，现在想想也蛮真实的。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70025_8dab69c28a79	70025	WanderingLife	讲真的，工资两三千也不妨碍把普通日子过亮一点，这种感觉我还挺喜欢。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70026_fd40fc71d15c	70026	WanderingLife	讲真的，工资两三千也不妨碍把普通日子过亮一点，我平时可不太跟别人说。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70027_b185ca9fbef6	70027	WanderingLife	讲真的，工资两三千也不妨碍把普通日子过亮一点，说完好像心里轻一点。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70028_5444d343fc9b	70028	WanderingLife	讲真的，工资两三千也不妨碍把普通日子过亮一点，没什么大道理，就是这样。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70029_04472cabf229	70029	WanderingLife	讲真的，工资两三千也不妨碍把普通日子过亮一点，这句我是认真的。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70030_065c86e43573	70030	WanderingLife	讲真的，工资两三千也不妨碍把普通日子过亮一点，日子嘛，慢慢过就好。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70031_a41720d0a79a	70031	WanderingLife	讲真的，工资两三千也不妨碍把普通日子过亮一点，跟你说这些也不算见外。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70032_f4e0041ae895	70032	WanderingLife	讲真的，打零工的日子辛苦归辛苦也见过不少人。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70033_436d30e13c29	70033	WanderingLife	讲真的，打零工的日子辛苦归辛苦也见过不少人，我就随口跟你讲讲。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70034_5b970e757595	70034	WanderingLife	讲真的，打零工的日子辛苦归辛苦也见过不少人，你听着是不是还挺像我的。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70035_26153eeae2fe	70035	WanderingLife	讲真的，打零工的日子辛苦归辛苦也见过不少人，普通一点也挺好。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70036_d229733ca88f	70036	WanderingLife	讲真的，打零工的日子辛苦归辛苦也见过不少人，反正开心最要紧。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70037_bdf9ecc16bdb	70037	WanderingLife	讲真的，打零工的日子辛苦归辛苦也见过不少人，现在想想也蛮真实的。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70038_dd1f6f1bee7c	70038	WanderingLife	讲真的，打零工的日子辛苦归辛苦也见过不少人，这种感觉我还挺喜欢。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70039_30cb7cecbf05	70039	WanderingLife	讲真的，打零工的日子辛苦归辛苦也见过不少人，我平时可不太跟别人说。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70040_a302fe65ed80	70040	WanderingLife	讲真的，打零工的日子辛苦归辛苦也见过不少人，说完好像心里轻一点。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70041_a4f664781f3f	70041	WanderingLife	讲真的，打零工的日子辛苦归辛苦也见过不少人，没什么大道理，就是这样。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70042_faa81eee544e	70042	WanderingLife	讲真的，打零工的日子辛苦归辛苦也见过不少人，这句我是认真的。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70043_16b29219417c	70043	WanderingLife	讲真的，打零工的日子辛苦归辛苦也见过不少人，日子嘛，慢慢过就好。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70044_b425d83b83fc	70044	WanderingLife	讲真的，打零工的日子辛苦归辛苦也见过不少人，跟你说这些也不算见外。	income_or_employment	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70058_2ede52238edb	70058	WanderingLife	讲真的，湖南人讲点霸蛮不是让你死扛到底。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70059_3c11ce502d51	70059	WanderingLife	讲真的，湖南人讲点霸蛮不是让你死扛到底，我就随口跟你讲讲。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70060_c2c5d4347fef	70060	WanderingLife	讲真的，湖南人讲点霸蛮不是让你死扛到底，你听着是不是还挺像我的。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70061_7e2da97be5e6	70061	WanderingLife	讲真的，湖南人讲点霸蛮不是让你死扛到底，普通一点也挺好。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70062_960f2647adde	70062	WanderingLife	讲真的，湖南人讲点霸蛮不是让你死扛到底，反正开心最要紧。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70063_b0ffba0f8894	70063	WanderingLife	讲真的，湖南人讲点霸蛮不是让你死扛到底，现在想想也蛮真实的。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70064_309d5a82a553	70064	WanderingLife	讲真的，湖南人讲点霸蛮不是让你死扛到底，这种感觉我还挺喜欢。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70065_3260b5731cae	70065	WanderingLife	讲真的，湖南人讲点霸蛮不是让你死扛到底，我平时可不太跟别人说。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70066_9a4d808dfda7	70066	WanderingLife	讲真的，湖南人讲点霸蛮不是让你死扛到底，说完好像心里轻一点。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70067_045f4b6a3556	70067	WanderingLife	讲真的，湖南人讲点霸蛮不是让你死扛到底，没什么大道理，就是这样。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70068_1dbcd8d1f84c	70068	WanderingLife	讲真的，湖南人讲点霸蛮不是让你死扛到底，这句我是认真的。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70069_90875573fcab	70069	WanderingLife	讲真的，湖南人讲点霸蛮不是让你死扛到底，日子嘛，慢慢过就好。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70070_5b34aaeb97b5	70070	WanderingLife	讲真的，湖南人讲点霸蛮不是让你死扛到底，跟你说这些也不算见外。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70071_3401e6f28d17	70071	WanderingLife	讲真的，广东夏天热起来连脾气都想融掉。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70072_f46525cbaa05	70072	WanderingLife	讲真的，广东夏天热起来连脾气都想融掉，我就随口跟你讲讲。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70073_5958acb05058	70073	WanderingLife	讲真的，广东夏天热起来连脾气都想融掉，你听着是不是还挺像我的。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70074_838b6a7d35cb	70074	WanderingLife	讲真的，广东夏天热起来连脾气都想融掉，普通一点也挺好。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70075_9ea8abcbf41f	70075	WanderingLife	讲真的，广东夏天热起来连脾气都想融掉，反正开心最要紧。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70076_39a72f39e07f	70076	WanderingLife	讲真的，广东夏天热起来连脾气都想融掉，现在想想也蛮真实的。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70077_4867f28046dc	70077	WanderingLife	讲真的，广东夏天热起来连脾气都想融掉，这种感觉我还挺喜欢。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70078_bcc25bdcab7e	70078	WanderingLife	讲真的，广东夏天热起来连脾气都想融掉，我平时可不太跟别人说。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70079_142d1d554ccc	70079	WanderingLife	讲真的，广东夏天热起来连脾气都想融掉，说完好像心里轻一点。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70080_21902cc06de8	70080	WanderingLife	讲真的，广东夏天热起来连脾气都想融掉，没什么大道理，就是这样。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70081_2922d7e83850	70081	WanderingLife	讲真的，广东夏天热起来连脾气都想融掉，这句我是认真的。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70082_a2c99fd438d6	70082	WanderingLife	讲真的，广东夏天热起来连脾气都想融掉，日子嘛，慢慢过就好。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70083_7efd2a5957e1	70083	WanderingLife	讲真的，广东夏天热起来连脾气都想融掉，跟你说这些也不算见外。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70136_6e64f82d0e06	70136	WanderingLife	讲真的，偶尔蹦句湖南话不是凶是听着亲切。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70137_2895cb9d2759	70137	WanderingLife	讲真的，偶尔蹦句湖南话不是凶是听着亲切，我就随口跟你讲讲。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
pii_70138_d28d257bf22f	70138	WanderingLife	讲真的，偶尔蹦句湖南话不是凶是听着亲切，你听着是不是还挺像我的。	location_or_history	疑似包含姓名、地点、收入、工作经历或直接标识，角色设定真实性尚未人工确认。	确认角色设定为虚构且获授权前保持禁用。		false
