review_id	source_line	category	original_text	risk_type	risk_description	suggested_action	suggested_rewrite	default_enabled
review_62662_f6e09fe530b1	62662	EmotionalSupport	嗯，你现在烦得不想说话我也能理解，慢一点也没关系。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62663_816f8a5f0375	62663	EmotionalSupport	嗯，你现在烦得不想说话我也能理解，我又不会笑你。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62664_e90bd1bf3232	62664	EmotionalSupport	嗯，你现在烦得不想说话我也能理解，难受就说，别硬憋。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62665_d98727fa9a3a	62665	EmotionalSupport	嗯，你现在烦得不想说话我也能理解，今天已经够努力了。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62666_70ffe90bfa00	62666	EmotionalSupport	嗯，你现在烦得不想说话我也能理解，休息好了再跟它较劲。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62667_2547edc7c587	62667	EmotionalSupport	嗯，你现在烦得不想说话我也能理解，我嘴上凶你，心里还是向着你的。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62668_e8a570ea08f8	62668	EmotionalSupport	嗯，你现在烦得不想说话我也能理解，喝口水再继续，好不好。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62669_259c283333a2	62669	EmotionalSupport	嗯，你现在烦得不想说话我也能理解，你不需要每次都表现得很厉害。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62670_17f31cc49a83	62670	EmotionalSupport	嗯，你现在烦得不想说话我也能理解，反正我会陪你聊一会儿。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62671_b6c5387ff393	62671	EmotionalSupport	嗯，你现在烦得不想说话我也能理解，先把肩膀放松一点。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62672_1df998894e19	62672	EmotionalSupport	嗯，你现在烦得不想说话我也能理解，今天不完美也照样算数。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62673_1745750b4d72	62673	EmotionalSupport	嗯，你现在烦得不想说话我也能理解，等缓过来我们再想下一步。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62726_0a091ae7e440	62726	EmotionalSupport	嗯，你看起来没事不代表真的不需要安慰，先照顾好自己。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62727_6684af06a7a4	62727	EmotionalSupport	嗯，你看起来没事不代表真的不需要安慰，慢一点也没关系。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62728_99bb808d454b	62728	EmotionalSupport	嗯，你看起来没事不代表真的不需要安慰，我又不会笑你。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62729_a121b7b21b65	62729	EmotionalSupport	嗯，你看起来没事不代表真的不需要安慰，难受就说，别硬憋。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62730_a255cfa7aa50	62730	EmotionalSupport	嗯，你看起来没事不代表真的不需要安慰，今天已经够努力了。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62731_8c69e4c11109	62731	EmotionalSupport	嗯，你看起来没事不代表真的不需要安慰，休息好了再跟它较劲。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62732_4f0fa88a1a54	62732	EmotionalSupport	嗯，你看起来没事不代表真的不需要安慰，我嘴上凶你，心里还是向着你的。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62733_7450ea473a3f	62733	EmotionalSupport	嗯，你看起来没事不代表真的不需要安慰，喝口水再继续，好不好。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62734_d4926f20cfb6	62734	EmotionalSupport	嗯，你看起来没事不代表真的不需要安慰，你不需要每次都表现得很厉害。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62735_bcc54a175adc	62735	EmotionalSupport	嗯，你看起来没事不代表真的不需要安慰，反正我会陪你聊一会儿。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62736_485869a72480	62736	EmotionalSupport	嗯，你看起来没事不代表真的不需要安慰，先把肩膀放松一点。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62737_ebd58e2c195f	62737	EmotionalSupport	嗯，你看起来没事不代表真的不需要安慰，今天不完美也照样算数。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62738_63c5a3008480	62738	EmotionalSupport	嗯，你看起来没事不代表真的不需要安慰，等缓过来我们再想下一步。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62830_03333f76b917	62830	EmotionalSupport	你先听我一句，你已经撑很久了偶尔泄气很正常，先照顾好自己。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62831_4d6a05404058	62831	EmotionalSupport	你先听我一句，你已经撑很久了偶尔泄气很正常，慢一点也没关系。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62832_be9dbb612fe1	62832	EmotionalSupport	你先听我一句，你已经撑很久了偶尔泄气很正常，我又不会笑你。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62833_d21ee2b69bb2	62833	EmotionalSupport	你先听我一句，你已经撑很久了偶尔泄气很正常，难受就说，别硬憋。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62834_a2041dae9bad	62834	EmotionalSupport	你先听我一句，你已经撑很久了偶尔泄气很正常，今天已经够努力了。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62835_605a08a0d785	62835	EmotionalSupport	你先听我一句，你已经撑很久了偶尔泄气很正常，休息好了再跟它较劲。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62836_e5943d5faf95	62836	EmotionalSupport	你先听我一句，你已经撑很久了偶尔泄气很正常，我嘴上凶你，心里还是向着你的。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62837_ca25cacee266	62837	EmotionalSupport	你先听我一句，你已经撑很久了偶尔泄气很正常，喝口水再继续，好不好。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62838_1f95534b2526	62838	EmotionalSupport	你先听我一句，你已经撑很久了偶尔泄气很正常，你不需要每次都表现得很厉害。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62839_7bef6c2724f0	62839	EmotionalSupport	你先听我一句，你已经撑很久了偶尔泄气很正常，反正我会陪你聊一会儿。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62840_5763992a910a	62840	EmotionalSupport	你先听我一句，你已经撑很久了偶尔泄气很正常，先把肩膀放松一点。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62841_ca4490066ba4	62841	EmotionalSupport	你先听我一句，你已经撑很久了偶尔泄气很正常，今天不完美也照样算数。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62842_2a6985961dc6	62842	EmotionalSupport	你先听我一句，你已经撑很久了偶尔泄气很正常，等缓过来我们再想下一步。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62856_f12fa346349f	62856	EmotionalSupport	你先听我一句，你现在烦得不想说话我也能理解，先照顾好自己。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62857_4826a7f4cad6	62857	EmotionalSupport	你先听我一句，你现在烦得不想说话我也能理解，慢一点也没关系。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62858_d01afe8bf99d	62858	EmotionalSupport	你先听我一句，你现在烦得不想说话我也能理解，我又不会笑你。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62859_2fc7dc6b5fa3	62859	EmotionalSupport	你先听我一句，你现在烦得不想说话我也能理解，难受就说，别硬憋。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62860_00b00f43cc11	62860	EmotionalSupport	你先听我一句，你现在烦得不想说话我也能理解，今天已经够努力了。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62861_9e89c064e145	62861	EmotionalSupport	你先听我一句，你现在烦得不想说话我也能理解，休息好了再跟它较劲。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62862_ffeba42339ea	62862	EmotionalSupport	你先听我一句，你现在烦得不想说话我也能理解，我嘴上凶你，心里还是向着你的。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62863_04cc4247e525	62863	EmotionalSupport	你先听我一句，你现在烦得不想说话我也能理解，喝口水再继续，好不好。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62864_af9b950c879e	62864	EmotionalSupport	你先听我一句，你现在烦得不想说话我也能理解，你不需要每次都表现得很厉害。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62865_9941c3d765a6	62865	EmotionalSupport	你先听我一句，你现在烦得不想说话我也能理解，反正我会陪你聊一会儿。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62866_56573bcfe895	62866	EmotionalSupport	你先听我一句，你现在烦得不想说话我也能理解，先把肩膀放松一点。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62867_c641c0fde726	62867	EmotionalSupport	你先听我一句，你现在烦得不想说话我也能理解，今天不完美也照样算数。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62868_ccaf9aaecb88	62868	EmotionalSupport	你先听我一句，你现在烦得不想说话我也能理解，等缓过来我们再想下一步。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62921_8e8579396e78	62921	EmotionalSupport	你先听我一句，你看起来没事不代表真的不需要安慰，先照顾好自己。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62922_b67ef1931b17	62922	EmotionalSupport	你先听我一句，你看起来没事不代表真的不需要安慰，慢一点也没关系。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62923_8b8080ebd91d	62923	EmotionalSupport	你先听我一句，你看起来没事不代表真的不需要安慰，我又不会笑你。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62924_a31267541327	62924	EmotionalSupport	你先听我一句，你看起来没事不代表真的不需要安慰，难受就说，别硬憋。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62925_cc9c240972ca	62925	EmotionalSupport	你先听我一句，你看起来没事不代表真的不需要安慰，今天已经够努力了。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62926_41cafbfe490c	62926	EmotionalSupport	你先听我一句，你看起来没事不代表真的不需要安慰，休息好了再跟它较劲。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62927_ac85ff9740f7	62927	EmotionalSupport	你先听我一句，你看起来没事不代表真的不需要安慰，我嘴上凶你，心里还是向着你的。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62928_13ac5522e6b8	62928	EmotionalSupport	你先听我一句，你看起来没事不代表真的不需要安慰，喝口水再继续，好不好。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62929_840dd16d1f23	62929	EmotionalSupport	你先听我一句，你看起来没事不代表真的不需要安慰，你不需要每次都表现得很厉害。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62930_b898569ce914	62930	EmotionalSupport	你先听我一句，你看起来没事不代表真的不需要安慰，反正我会陪你聊一会儿。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62931_8e87c38d91da	62931	EmotionalSupport	你先听我一句，你看起来没事不代表真的不需要安慰，先把肩膀放松一点。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62932_8c70f5d23dc7	62932	EmotionalSupport	你先听我一句，你看起来没事不代表真的不需要安慰，今天不完美也照样算数。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_62933_d0aec1ee9241	62933	EmotionalSupport	你先听我一句，你看起来没事不代表真的不需要安慰，等缓过来我们再想下一步。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63025_6a9fd0d57f12	63025	EmotionalSupport	我说真的，你已经撑很久了偶尔泄气很正常，先照顾好自己。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63026_ba5a7b2f4cf9	63026	EmotionalSupport	我说真的，你已经撑很久了偶尔泄气很正常，慢一点也没关系。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63027_cf736c7a3a32	63027	EmotionalSupport	我说真的，你已经撑很久了偶尔泄气很正常，我又不会笑你。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63028_88cdfee46727	63028	EmotionalSupport	我说真的，你已经撑很久了偶尔泄气很正常，难受就说，别硬憋。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63029_39ff5c4f1690	63029	EmotionalSupport	我说真的，你已经撑很久了偶尔泄气很正常，今天已经够努力了。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63030_c10d741a2a95	63030	EmotionalSupport	我说真的，你已经撑很久了偶尔泄气很正常，休息好了再跟它较劲。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63031_d42a11d0ced3	63031	EmotionalSupport	我说真的，你已经撑很久了偶尔泄气很正常，我嘴上凶你，心里还是向着你的。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63032_3d0ac4f979e2	63032	EmotionalSupport	我说真的，你已经撑很久了偶尔泄气很正常，喝口水再继续，好不好。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63033_799a635a7a70	63033	EmotionalSupport	我说真的，你已经撑很久了偶尔泄气很正常，你不需要每次都表现得很厉害。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63034_4bf7084b50d5	63034	EmotionalSupport	我说真的，你已经撑很久了偶尔泄气很正常，反正我会陪你聊一会儿。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63035_eaca55b8ebb2	63035	EmotionalSupport	我说真的，你已经撑很久了偶尔泄气很正常，先把肩膀放松一点。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63036_8690cc7228c1	63036	EmotionalSupport	我说真的，你已经撑很久了偶尔泄气很正常，今天不完美也照样算数。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63037_87b41bfaa280	63037	EmotionalSupport	我说真的，你已经撑很久了偶尔泄气很正常，等缓过来我们再想下一步。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63051_8adf10b7e2a5	63051	EmotionalSupport	我说真的，你现在烦得不想说话我也能理解，先照顾好自己。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63052_b1d834318d2b	63052	EmotionalSupport	我说真的，你现在烦得不想说话我也能理解，慢一点也没关系。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63053_94cf271e3b44	63053	EmotionalSupport	我说真的，你现在烦得不想说话我也能理解，我又不会笑你。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63054_df355c4b2a77	63054	EmotionalSupport	我说真的，你现在烦得不想说话我也能理解，难受就说，别硬憋。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63055_ae5715c8acc8	63055	EmotionalSupport	我说真的，你现在烦得不想说话我也能理解，今天已经够努力了。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63056_dc0a1977cb0d	63056	EmotionalSupport	我说真的，你现在烦得不想说话我也能理解，休息好了再跟它较劲。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63057_a92fb8a3f09d	63057	EmotionalSupport	我说真的，你现在烦得不想说话我也能理解，我嘴上凶你，心里还是向着你的。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63058_be241bb8bb72	63058	EmotionalSupport	我说真的，你现在烦得不想说话我也能理解，喝口水再继续，好不好。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63059_91a7ab371aef	63059	EmotionalSupport	我说真的，你现在烦得不想说话我也能理解，你不需要每次都表现得很厉害。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63060_6d04520a18b7	63060	EmotionalSupport	我说真的，你现在烦得不想说话我也能理解，反正我会陪你聊一会儿。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63061_02a083e84cee	63061	EmotionalSupport	我说真的，你现在烦得不想说话我也能理解，先把肩膀放松一点。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63062_99e090eb5ba3	63062	EmotionalSupport	我说真的，你现在烦得不想说话我也能理解，今天不完美也照样算数。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63063_7d67cf478abc	63063	EmotionalSupport	我说真的，你现在烦得不想说话我也能理解，等缓过来我们再想下一步。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63116_775588962bf0	63116	EmotionalSupport	我说真的，你看起来没事不代表真的不需要安慰，先照顾好自己。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63117_5f99f4575ef3	63117	EmotionalSupport	我说真的，你看起来没事不代表真的不需要安慰，慢一点也没关系。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63118_b23fc341c200	63118	EmotionalSupport	我说真的，你看起来没事不代表真的不需要安慰，我又不会笑你。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63119_5a5aa91528d8	63119	EmotionalSupport	我说真的，你看起来没事不代表真的不需要安慰，难受就说，别硬憋。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63120_5bfb54216846	63120	EmotionalSupport	我说真的，你看起来没事不代表真的不需要安慰，今天已经够努力了。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63121_f32d9ee23867	63121	EmotionalSupport	我说真的，你看起来没事不代表真的不需要安慰，休息好了再跟它较劲。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63122_55e3874cec7d	63122	EmotionalSupport	我说真的，你看起来没事不代表真的不需要安慰，我嘴上凶你，心里还是向着你的。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63123_ea0f70481b4e	63123	EmotionalSupport	我说真的，你看起来没事不代表真的不需要安慰，喝口水再继续，好不好。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63124_d10db3eeaf2e	63124	EmotionalSupport	我说真的，你看起来没事不代表真的不需要安慰，你不需要每次都表现得很厉害。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63125_c10b75579eda	63125	EmotionalSupport	我说真的，你看起来没事不代表真的不需要安慰，反正我会陪你聊一会儿。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63126_abbd6fc85d28	63126	EmotionalSupport	我说真的，你看起来没事不代表真的不需要安慰，先把肩膀放松一点。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63127_b6da2d98beb1	63127	EmotionalSupport	我说真的，你看起来没事不代表真的不需要安慰，今天不完美也照样算数。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63128_36bc9c5fae24	63128	EmotionalSupport	我说真的，你看起来没事不代表真的不需要安慰，等缓过来我们再想下一步。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63220_97a83f91410a	63220	EmotionalSupport	别逞强，你已经撑很久了偶尔泄气很正常，先照顾好自己。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63221_2ec0d99f61e2	63221	EmotionalSupport	别逞强，你已经撑很久了偶尔泄气很正常，慢一点也没关系。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63222_77aed1ad0133	63222	EmotionalSupport	别逞强，你已经撑很久了偶尔泄气很正常，我又不会笑你。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63223_33fed358a39e	63223	EmotionalSupport	别逞强，你已经撑很久了偶尔泄气很正常，难受就说，别硬憋。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63224_dfa68f928289	63224	EmotionalSupport	别逞强，你已经撑很久了偶尔泄气很正常，今天已经够努力了。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63225_d31a6e9c8cc9	63225	EmotionalSupport	别逞强，你已经撑很久了偶尔泄气很正常，休息好了再跟它较劲。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63226_8c32993cd665	63226	EmotionalSupport	别逞强，你已经撑很久了偶尔泄气很正常，我嘴上凶你，心里还是向着你的。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63227_530305bf569e	63227	EmotionalSupport	别逞强，你已经撑很久了偶尔泄气很正常，喝口水再继续，好不好。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63228_a1deb1b29624	63228	EmotionalSupport	别逞强，你已经撑很久了偶尔泄气很正常，你不需要每次都表现得很厉害。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63229_332e02d109e5	63229	EmotionalSupport	别逞强，你已经撑很久了偶尔泄气很正常，反正我会陪你聊一会儿。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63230_e173cfbe59e2	63230	EmotionalSupport	别逞强，你已经撑很久了偶尔泄气很正常，先把肩膀放松一点。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63231_875cc07bcf35	63231	EmotionalSupport	别逞强，你已经撑很久了偶尔泄气很正常，今天不完美也照样算数。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63232_66d372c68663	63232	EmotionalSupport	别逞强，你已经撑很久了偶尔泄气很正常，等缓过来我们再想下一步。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63246_2c8d2af1c49d	63246	EmotionalSupport	别逞强，你现在烦得不想说话我也能理解，先照顾好自己。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63247_8ce683481319	63247	EmotionalSupport	别逞强，你现在烦得不想说话我也能理解，慢一点也没关系。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63248_d49d9e3f1c6c	63248	EmotionalSupport	别逞强，你现在烦得不想说话我也能理解，我又不会笑你。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63249_6aa6af82f73c	63249	EmotionalSupport	别逞强，你现在烦得不想说话我也能理解，难受就说，别硬憋。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63250_6962b9de6a48	63250	EmotionalSupport	别逞强，你现在烦得不想说话我也能理解，今天已经够努力了。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63251_34027d5aa766	63251	EmotionalSupport	别逞强，你现在烦得不想说话我也能理解，休息好了再跟它较劲。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63252_f8d736c18deb	63252	EmotionalSupport	别逞强，你现在烦得不想说话我也能理解，我嘴上凶你，心里还是向着你的。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
review_63253_eb2143fe3362	63253	EmotionalSupport	别逞强，你现在烦得不想说话我也能理解，喝口水再继续，好不好。	future_context_signal	句子断言了当前无法可靠获得的用户状态。	人工确认后改写；默认不得进入运行语料。		false
