variant_id	batch_id	category	category_group	topic_id	editorial_role	semantic_group	output_mode	trigger	required_context	tone	interrupt_cost	cooldown_hours	semantic_cooldown_hours	max_per_day	weight	relationship_profile	text	review_status
authored.b080.character_life.bamboo_steamer_lid.0001	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	竹蒸笼的盖子合上以后，细细的竹纹会排成一圈。	approved
authored.b080.character_life.bamboo_steamer_lid.0002	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	蒸汽从盖边露出来时，厨房会多一层很轻的白雾。	approved
authored.b080.character_life.bamboo_steamer_lid.0003	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	把蒸笼盖轻轻提起，里面的热气会慢慢散开。	approved
authored.b080.character_life.bamboo_steamer_lid.0004	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	竹条编得很密，拿近一点能看见一圈圈细线。	approved
authored.b080.character_life.bamboo_steamer_lid.0005	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	蒸笼放稳在锅上，等待的时间也会显得很踏实。	approved
authored.b080.character_life.bamboo_steamer_lid.0006	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	盖子边缘有一点温度，端起时自然会放慢动作。	approved
authored.b080.character_life.bamboo_steamer_lid.0007	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	竹纹被水汽润过后，颜色会显得更深一点。	approved
authored.b080.character_life.bamboo_steamer_lid.0008	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	把蒸笼擦干再收，竹子的气味会很清爽。	approved
authored.b080.character_life.bamboo_steamer_lid.0009	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	盖子合得不紧不松，蒸汽就能慢慢留在里面。	approved
authored.b080.character_life.bamboo_steamer_lid.0010	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	一层竹笼叠着一层，厨房里会多出很朴素的秩序。	approved
authored.b080.character_life.bamboo_steamer_lid.0011	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	竹蒸笼没有复杂颜色，浅浅的木色就很温和。	approved
authored.b080.character_life.bamboo_steamer_lid.0012	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	掀开盖子时，水珠会从边缘落下很短的一声。	approved
authored.b080.character_life.bamboo_steamer_lid.0013	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	把盖子靠在锅边，竹条的影子会落在台面上。	approved
authored.b080.character_life.bamboo_steamer_lid.0014	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	蒸笼的圆形很完整，里面的食物也会显得更安稳。	approved
authored.b080.character_life.bamboo_steamer_lid.0015	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	竹盖晒过一会儿，摸起来会恢复干爽。	approved
authored.b080.character_life.bamboo_steamer_lid.0016	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	把蒸笼收进柜子，圆圆的轮廓会和方格层板形成对比。	approved
authored.b080.character_life.bamboo_steamer_lid.0017	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	盖子上的小把手不大，却让拿取变得很直接。	approved
authored.b080.character_life.bamboo_steamer_lid.0018	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	水汽停在竹纹之间，光线过来时会显得很细。	approved
authored.b080.character_life.bamboo_steamer_lid.0019	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	一只蒸笼盖住热度，普通饭菜也有了慢慢等的节奏。	approved
authored.b080.character_life.bamboo_steamer_lid.0020	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	竹条交错的地方很紧密，细看会觉得很有耐心。	approved
authored.b080.character_life.bamboo_steamer_lid.0021	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	把盖子放回原位，灶边的小忙碌也有了收尾。	approved
authored.b080.character_life.bamboo_steamer_lid.0022	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	蒸笼边缘没有水迹，下一次拿出来会更舒服。	approved
authored.b080.character_life.bamboo_steamer_lid.0023	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	热气散去以后，竹盖表面会留下一点柔和的亮。	approved
authored.b080.character_life.bamboo_steamer_lid.0024	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	圆形竹盖安静放着，厨房里像还留着一点暖。	approved
authored.b080.character_life.bamboo_steamer_lid.0025	b080	ProactiveChat	character_life	character_life.b080.bamboo_steamer_lid	bamboo_steamer_lid	character_life.b080.bamboo_steamer_lid	self_talk	any	none	gentle	0	120	144	1	1.0	neutral	把蒸笼擦好收起，简单的一餐也显得很完整。	approved
authored.b080.character_life.mop_bucket_ripples.0001	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	拖桶里的清水被布条带动，会荡出一圈圈细纹。	approved
authored.b080.character_life.mop_bucket_ripples.0002	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	把拖把拧到合适湿度，地面就不会留太多水迹。	approved
authored.b080.character_life.mop_bucket_ripples.0003	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	水桶放在角落，清洁时拿出来会很直接。	approved
authored.b080.character_life.mop_bucket_ripples.0004	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	拖把布浸进水里后，颜色会显得更深一点。	approved
authored.b080.character_life.mop_bucket_ripples.0005	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	桶边的水珠擦掉以后，提起来不会滑手。	approved
authored.b080.character_life.mop_bucket_ripples.0006	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	把拖把靠在桶边，布条就不会散到地面上。	approved
authored.b080.character_life.mop_bucket_ripples.0007	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	清水绕着桶壁转一圈，水面会很快安静下来。	approved
authored.b080.character_life.mop_bucket_ripples.0008	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	拖桶不需要很大，够放下布头就很实用。	approved
authored.b080.character_life.mop_bucket_ripples.0009	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	把水倒掉前等一会儿，底部的细灰会慢慢沉下去。	approved
authored.b080.character_life.mop_bucket_ripples.0010	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	拖布从水里提起时，会落下一串短短的水声。	approved
authored.b080.character_life.mop_bucket_ripples.0011	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	桶柄提起来很稳，换房间时就少一点麻烦。	approved
authored.b080.character_life.mop_bucket_ripples.0012	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	把拖桶冲干净，内壁会重新显得很亮。	approved
authored.b080.character_life.mop_bucket_ripples.0013	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	水面映出一点窗光，普通塑料桶也会有小层次。	approved
authored.b080.character_life.mop_bucket_ripples.0014	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	拖把拧干以后，布条会变得更轻一点。	approved
authored.b080.character_life.mop_bucket_ripples.0015	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	桶口边缘没有积水，收起来时就更利落。	approved
authored.b080.character_life.mop_bucket_ripples.0016	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	把拖桶放回固定位置，地面也就完成了一次整理。	approved
authored.b080.character_life.mop_bucket_ripples.0017	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	清洁水不必装太满，移动时会更从容。	approved
authored.b080.character_life.mop_bucket_ripples.0018	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	拖把布落进桶里，水花不大却很有节奏。	approved
authored.b080.character_life.mop_bucket_ripples.0019	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	水桶颜色浅一点，里面有没有杂物会更容易看见。	approved
authored.b080.character_life.mop_bucket_ripples.0020	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	把桶底擦干，放在瓷砖上就不会留下湿印。	approved
authored.b080.character_life.mop_bucket_ripples.0021	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	拖桶的圆口很宽，冲洗布头时会更顺手。	approved
authored.b080.character_life.mop_bucket_ripples.0022	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	一阵水纹慢慢平下去，清洁的小过程也会安静下来。	approved
authored.b080.character_life.mop_bucket_ripples.0023	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	把拖把挂起来晾，水桶就能空出来透透气。	approved
authored.b080.character_life.mop_bucket_ripples.0024	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	桶里没有残水，下一次使用会更清爽。	approved
authored.b080.character_life.mop_bucket_ripples.0025	b080	ProactiveChat	character_life	character_life.b080.mop_bucket_ripples	mop_bucket_ripples	character_life.b080.mop_bucket_ripples	self_talk	any	none	dry	0	120	144	1	1.0	neutral	一只干净拖桶放好后，地面的整洁也像有了延续。	approved
authored.b080.character_life.garden_trowel_soil.0001	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	园艺小铲插进土里时，金属面会带起一点湿润的颜色。	approved
authored.b080.character_life.garden_trowel_soil.0002	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	把小铲放在盆边，翻土时就不用反复找工具。	approved
authored.b080.character_life.garden_trowel_soil.0003	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	铲尖划开表土以后，下面的深色会慢慢露出来。	approved
authored.b080.character_life.garden_trowel_soil.0004	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	木柄握在手里有一点温度，处理土壤会更顺。	approved
authored.b080.character_life.garden_trowel_soil.0005	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	小铲刮掉边缘的旧土，花盆里会显得更整齐。	approved
authored.b080.character_life.garden_trowel_soil.0006	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	把土轻轻拨开，根系周围就有了新的空间。	approved
authored.b080.character_life.garden_trowel_soil.0007	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	铲面洗净后，金属光会从泥点下面重新出现。	approved
authored.b080.character_life.garden_trowel_soil.0008	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	一把小铲不重，拿来调整盆土很刚好。	approved
authored.b080.character_life.garden_trowel_soil.0009	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	土粒落回花盆时，声音很轻，却很有收尾感。	approved
authored.b080.character_life.garden_trowel_soil.0010	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	把铲柄擦干再收，抽屉里就不会留泥印。	approved
authored.b080.character_life.garden_trowel_soil.0011	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	小铲的弧面能盛住一点土，移到别处会更稳。	approved
authored.b080.character_life.garden_trowel_soil.0012	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	松一松表土，盆里的空气也会显得更轻一些。	approved
authored.b080.character_life.garden_trowel_soil.0013	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	铲尖没有碰到花根，整理时就会更从容。	approved
authored.b080.character_life.garden_trowel_soil.0014	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	把多出来的土扫回盆里，台面会少一点颗粒。	approved
authored.b080.character_life.garden_trowel_soil.0015	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	园艺小铲放在托盘上，窗边就有了明确的工具位置。	approved
authored.b080.character_life.garden_trowel_soil.0016	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	湿土贴在铲面上，冲过水以后会很快松开。	approved
authored.b080.character_life.garden_trowel_soil.0017	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	把土压平一点，花盆边缘会显得更利落。	approved
authored.b080.character_life.garden_trowel_soil.0018	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	小铲的刻痕不多，却能让铲土时更有力。	approved
authored.b080.character_life.garden_trowel_soil.0019	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	翻土不需要太快，细看根部周围会更安心。	approved
authored.b080.character_life.garden_trowel_soil.0020	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	一把小铲守在花盆旁，照料就多了一个顺手的入口。	approved
authored.b080.character_life.garden_trowel_soil.0021	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	把铲子倒扣晾一会儿，水珠会从边缘慢慢滴干。	approved
authored.b080.character_life.garden_trowel_soil.0022	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	土壤颜色深浅不同，刚翻开时会显得很具体。	approved
authored.b080.character_life.garden_trowel_soil.0023	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	小铲收回盒里，窗边的泥土气味也会安静下来。	approved
authored.b080.character_life.garden_trowel_soil.0024	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	把铲面擦净，下一次靠近花盆时会更舒服。	approved
authored.b080.character_life.garden_trowel_soil.0025	b080	ProactiveChat	character_life	character_life.b080.garden_trowel_soil	garden_trowel_soil	character_life.b080.garden_trowel_soil	self_talk	any	none	serious	0	120	144	1	1.0	neutral	一把小铲整理好土，植物周围就多了一点清楚的边界。	approved
authored.b080.character_life.letter_tray_layers.0001	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	信件托盘分成两层，纸张就不用全堆在桌面上。	approved
authored.b080.character_life.letter_tray_layers.0002	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	把纸页放进上层，想处理的内容会更容易看见。	approved
authored.b080.character_life.letter_tray_layers.0003	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	托盘边缘有一点高度，风从窗边过来也不会吹乱纸。	approved
authored.b080.character_life.letter_tray_layers.0004	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	浅色纸张叠在深色托盘里，轮廓会特别清楚。	approved
authored.b080.character_life.letter_tray_layers.0005	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	把处理过的纸放到下层，桌边的事情会更有顺序。	approved
authored.b080.character_life.letter_tray_layers.0006	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	信件托盘不大，却能给零散纸页一个明确位置。	approved
authored.b080.character_life.letter_tray_layers.0007	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	纸张边角对齐后，托盘里的层次会显得很干净。	approved
authored.b080.character_life.letter_tray_layers.0008	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	把空白卡片放在一侧，需要时就不用翻抽屉。	approved
authored.b080.character_life.letter_tray_layers.0009	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	托盘一层压着一层，桌面也会多一点安静秩序。	approved
authored.b080.character_life.letter_tray_layers.0010	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	纸页没有塞满时，抽取其中一张会更顺手。	approved
authored.b080.character_life.letter_tray_layers.0011	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	把小票和便签分开放，之后整理会更快。	approved
authored.b080.character_life.letter_tray_layers.0012	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	信件托盘放在桌角，不会占住写字的地方。	approved
authored.b080.character_life.letter_tray_layers.0013	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	纸张在托盘里靠稳，边缘会像一排很薄的线。	approved
authored.b080.character_life.letter_tray_layers.0014	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	把新放进去的纸抚平，下面的内容就不会被卷住。	approved
authored.b080.character_life.letter_tray_layers.0015	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	托盘的直角很简单，却把纸页的方向收得很清楚。	approved
authored.b080.character_life.letter_tray_layers.0016	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	一张卡片露出一点边，路过时会提醒还有事情要看。	approved
authored.b080.character_life.letter_tray_layers.0017	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	把不急的纸放到下层，桌面会立刻松快一些。	approved
authored.b080.character_life.letter_tray_layers.0018	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	托盘底部擦干净后，移动起来不会留下灰印。	approved
authored.b080.character_life.letter_tray_layers.0019	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	纸页叠得不高，翻找时眼睛就不会累。	approved
authored.b080.character_life.letter_tray_layers.0020	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	把要留的纸归到一格，其他东西也会更容易分类。	approved
authored.b080.character_life.letter_tray_layers.0021	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	托盘空出一些位置，新的纸张也就有了余地。	approved
authored.b080.character_life.letter_tray_layers.0022	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	纸边落在托盘里，风吹过时只会轻轻动一下。	approved
authored.b080.character_life.letter_tray_layers.0023	b080	ProactiveChat	character_life	character_life.b080.letter_tray_layers	letter_tray_layers	character_life.b080.letter_tray_layers	self_talk	any	none	calm	0	120	144	1	1.0	neutral	把纸页收进层架，普通桌角也多了一点秩序感。	approved
