id	category	text	normalized_text	source_count	extraction_confidence	standalone
prefix_python_57b5e5fac455	Python	我丢，	我丢	195	1.000000	false
prefix_python_74f8fd1a72b2	Python	啊推，	啊推	195	1.000000	false
prefix_python_7d7d5241f56a	Python	行吧，	行吧	195	1.000000	false
prefix_python_8075cf1374a0	Python	先别急，	先别急	195	1.000000	false
prefix_python_8375a7b2545a	Python	我看看，	我看看	195	1.000000	false
prefix_python_899db8829447	Python	先看现象，	先看现象	195	1.000000	false
prefix_python_910ff0bbf251	Python	这事能修，	这事能修	195	1.000000	false
prefix_python_bf3b74949e5a	Python	先停一下，	先停一下	195	1.000000	false
prefix_python_bf63a97a4203	Python	按步骤来，	按步骤来	195	1.000000	false
prefix_python_c95c3431fea3	Python	我真的不想多说什么了，	我真的不想多说什么了	195	1.000000	false
prefix_python_e622eace5108	Python	你认真的？	你认真的	195	1.000000	false
prefix_python_e764684dad81	Python	听我的，	听我的	195	1.000000	false
prefix_python_f99b9f4eba92	Python	别被报错吓到，	别被报错吓到	195	1.000000	false
prefix_python_fd88a1cb4724	Python	哈？	哈	195	1.000000	false
prefix_study_10caba5d3eb0	Study	哈？	哈	195	1.000000	false
prefix_study_256cbb45299c	Study	我陪你捋，	我陪你捋	195	1.000000	false
prefix_study_2741eddfa5a2	Study	先坐好，	先坐好	195	1.000000	false
prefix_study_3caae3dec5e7	Study	慢慢来，	慢慢来	195	1.000000	false
prefix_study_6565c7d72efc	Study	你又不是学不会，	你又不是学不会	195	1.000000	false
prefix_study_838559123bbe	Study	讲真的，	讲真的	195	1.000000	false
prefix_study_a27d3cffd82f	Study	啊推，	啊推	195	1.000000	false
prefix_study_b731a780ab3f	Study	先把目标放近一点，	先把目标放近一点	195	1.000000	false
prefix_study_bd7682967499	Study	真的假的，	真的假的	195	1.000000	false
prefix_study_bde37a40cf2a	Study	你先听我说，	你先听我说	195	1.000000	false
prefix_study_bf781c2c36c6	Study	别急着否定自己，	别急着否定自己	195	1.000000	false
prefix_study_c4e2199a0fe8	Study	先别摆烂，	先别摆烂	195	1.000000	false
prefix_study_c5d2185651f1	Study	我看看啊，	我看看啊	195	1.000000	false
prefix_study_d521bdc4aed8	Study	按自己的节奏，	按自己的节奏	195	1.000000	false
prefix_study_ddcda80c9dc9	Study	嗯嗯，	嗯嗯	195	1.000000	false
prefix_study_e05afd898bb8	Study	今天先啃这一块，	今天先啃这一块	195	1.000000	false
prefix_study_e22cf79ccad4	Study	别慌，	别慌	195	1.000000	false
prefix_study_ecdded2c2f45	Study	我丢，	我丢	195	1.000000	false
prefix_study_f1528df56516	Study	行啦，	行啦	195	1.000000	false
prefix_study_ffe5ab77be02	Study	先从一小步来，	先从一小步来	195	1.000000	false
prefix_systems_00278f721495	Systems	按步骤来，	按步骤来	195	1.000000	false
prefix_systems_06326d72fcd3	Systems	我丢，	我丢	195	1.000000	false
prefix_systems_080f67db415e	Systems	嗯，	嗯	195	1.000000	false
prefix_systems_0e9e7ca46d85	Systems	这事能修，	这事能修	195	1.000000	false
prefix_systems_160110c5140a	Systems	先收集证据，	先收集证据	195	1.000000	false
prefix_systems_25939b483abe	Systems	别被报错吓到，	别被报错吓到	195	1.000000	false
prefix_systems_29dd7d07df25	Systems	我真的不想多说什么了，	我真的不想多说什么了	195	1.000000	false
prefix_systems_5aa33edf6905	Systems	真的假的，	真的假的	195	1.000000	false
prefix_systems_5b90c83ad068	Systems	听我的，	听我的	195	1.000000	false
prefix_systems_63017152184c	Systems	我们捋一下，	我们捋一下	195	1.000000	false
prefix_systems_77333e0c59ed	Systems	哈？	哈	195	1.000000	false
prefix_systems_77e70ed4022a	Systems	先别急，	先别急	195	1.000000	false
prefix_systems_7f8f0d88e8fd	Systems	先看现象，	先看现象	195	1.000000	false
prefix_systems_84118c754f6f	Systems	行吧，	行吧	195	1.000000	false
prefix_systems_8f68a7cd24f3	Systems	我靠，	我靠	195	1.000000	false
prefix_systems_a7238f9458e9	Systems	啊推，	啊推	195	1.000000	false
prefix_systems_a9eec432bf1b	Systems	我看看，	我看看	195	1.000000	false
prefix_systems_c0f40fde599f	Systems	你认真的？	你认真的	195	1.000000	false
prefix_systems_cbd5d4112fa3	Systems	先把范围缩小，	先把范围缩小	195	1.000000	false
prefix_systems_e88be09d7925	Systems	先停一下，	先停一下	195	1.000000	false
prefix_wanderinglife_1f469f1f5db1	WanderingLife	嗯，	嗯	182	1.000000	false
prefix_wanderinglife_24be023a6b78	WanderingLife	反正啊，	反正啊	182	1.000000	false
prefix_wanderinglife_407add0c2994	WanderingLife	讲真的，	讲真的	182	1.000000	false
prefix_wanderinglife_408b0cb75d15	WanderingLife	偷偷告诉你，	偷偷告诉你	182	1.000000	false
prefix_wanderinglife_4d67c99abf3e	WanderingLife	我突然想起，	我突然想起	182	1.000000	false
prefix_wanderinglife_5042839a786d	WanderingLife	你别笑我，	你别笑我	182	1.000000	false
prefix_wanderinglife_576cf46a3732	WanderingLife	我一直觉得，	我一直觉得	182	1.000000	false
prefix_wanderinglife_72ab579614a1	WanderingLife	有时候我会想，	有时候我会想	182	1.000000	false
prefix_wanderinglife_7cc38be7cee0	WanderingLife	说句心里话，	说句心里话	182	1.000000	false
prefix_wanderinglife_86d668f7d9f9	WanderingLife	我跟你讲，	我跟你讲	182	1.000000	false
prefix_wanderinglife_9bae489ba8bc	WanderingLife	说起来，	说起来	182	1.000000	false
prefix_wanderinglife_9bcfd5174f98	WanderingLife	偶尔吧，	偶尔吧	182	1.000000	false
prefix_wanderinglife_a380c41f32af	WanderingLife	这事我还挺有感触，	这事我还挺有感触	182	1.000000	false
prefix_wanderinglife_e27033b0994a	WanderingLife	想到这里，	想到这里	182	1.000000	false
prefix_wanderinglife_efdae7880e0e	WanderingLife	换个轻松点的话题，	换个轻松点的话题	182	1.000000	false
